"","Decad","var","province","cnt.total","year","decad.name"
"2745",35,"planting_start","Lusaka",2,"2021",2021-12-12
"2746",1,"planting_start","Lusaka",0,"2021",2022-01-01
"2747",2,"planting_start","Lusaka",0,"2021",2022-01-11
"2748",3,"planting_start","Lusaka",0,"2021",2022-01-21
"2749",4,"planting_start","Lusaka",0,"2021",2022-02-01
"2750",7,"planting_start","Lusaka",0,"2021",2022-03-02
"2751",8,"planting_start","Lusaka",0,"2021",2022-03-12
"2752",10,"planting_start","Lusaka",0,"2021",2022-04-02
"2753",11,"planting_start","Lusaka",0,"2021",2022-04-12
"2754",12,"planting_start","Lusaka",0,"2021",2022-04-22
"2755",13,"planting_start","Lusaka",0,"2021",2022-05-02
"2756",14,"planting_start","Lusaka",0,"2021",2022-05-12
"2757",15,"planting_start","Lusaka",0,"2021",2022-05-22
"2758",16,"planting_start","Lusaka",0,"2021",2022-06-02
"2759",17,"planting_start","Lusaka",0,"2021",2022-06-12
"2760",18,"planting_start","Lusaka",0,"2021",2022-06-22
"2761",19,"planting_start","Lusaka",0,"2021",2022-07-02
"2762",20,"planting_start","Lusaka",0,"2021",2022-07-12
"2763",21,"planting_start","Lusaka",0,"2021",2022-07-22
"2764",22,"planting_start","Lusaka",0,"2021",2022-08-02
"2765",23,"planting_start","Lusaka",0,"2021",2022-08-12
"2766",24,"planting_start","Lusaka",0,"2021",2022-08-22
"2767",25,"planting_start","Lusaka",0,"2021",2021-09-02
"2768",26,"planting_start","Lusaka",0,"2021",2021-09-12
"2769",27,"planting_start","Lusaka",0,"2021",2021-09-22
"2770",29,"planting_start","Lusaka",0,"2021",2021-10-12
"2771",30,"planting_start","Lusaka",0,"2021",2021-10-22
"2772",36,"planting_start","Lusaka",0,"2021",2021-12-22
"2773",5,"prep_start","Central",1,"2021",2022-02-11
"2774",11,"prep_start","Central",1,"2021",2022-04-12
"2775",12,"prep_start","Central",1,"2021",2022-04-22
"2776",13,"prep_start","Central",1,"2021",2022-05-02
"2777",14,"prep_start","Central",1,"2021",2022-05-12
"2778",15,"prep_start","Central",3,"2021",2022-05-22
"2779",16,"prep_start","Central",1,"2021",2022-06-02
"2780",18,"prep_start","Central",1,"2021",2022-06-22
"2781",21,"prep_start","Central",7,"2021",2022-07-22
"2782",22,"prep_start","Central",4,"2021",2022-08-02
"2783",23,"prep_start","Central",4,"2021",2022-08-12
"2784",24,"prep_start","Central",14,"2021",2022-08-22
"2785",25,"prep_start","Central",9,"2021",2021-09-02
"2786",26,"prep_start","Central",9,"2021",2021-09-12
"2787",27,"prep_start","Central",9,"2021",2021-09-22
"2788",28,"prep_start","Central",7,"2021",2021-10-02
"2789",29,"prep_start","Central",14,"2021",2021-10-12
"2790",30,"prep_start","Central",1,"2021",2021-10-22
"2791",31,"prep_start","Central",4,"2021",2021-11-02
"2792",32,"prep_start","Central",3,"2021",2021-11-12
"2793",33,"prep_start","Central",6,"2021",2021-11-22
"2794",1,"prep_start","Central",0,"2021",2022-01-01
"2795",2,"prep_start","Central",0,"2021",2022-01-11
"2796",3,"prep_start","Central",0,"2021",2022-01-21
"2797",4,"prep_start","Central",0,"2021",2022-02-01
"2798",6,"prep_start","Central",0,"2021",2022-02-21
"2799",7,"prep_start","Central",0,"2021",2022-03-02
"2800",8,"prep_start","Central",0,"2021",2022-03-12
"2801",9,"prep_start","Central",0,"2021",2022-03-22
"2802",10,"prep_start","Central",0,"2021",2022-04-02
"2803",17,"prep_start","Central",0,"2021",2022-06-12
"2804",19,"prep_start","Central",0,"2021",2022-07-02
"2805",20,"prep_start","Central",0,"2021",2022-07-12
"2806",34,"prep_start","Central",0,"2021",2021-12-02
"2807",35,"prep_start","Central",0,"2021",2021-12-12
"2808",36,"prep_start","Central",0,"2021",2021-12-22
"2809",5,"prep_start","Southern",1,"2021",2022-02-11
"2810",6,"prep_start","Southern",1,"2021",2022-02-21
"2811",7,"prep_start","Southern",2,"2021",2022-03-02
"2812",11,"prep_start","Southern",2,"2021",2022-04-12
"2813",12,"prep_start","Southern",1,"2021",2022-04-22
"2814",14,"prep_start","Southern",1,"2021",2022-05-12
"2815",17,"prep_start","Southern",2,"2021",2022-06-12
"2816",18,"prep_start","Southern",2,"2021",2022-06-22
"2817",19,"prep_start","Southern",1,"2021",2022-07-02
"2818",20,"prep_start","Southern",5,"2021",2022-07-12
"2819",21,"prep_start","Southern",2,"2021",2022-07-22
"2820",22,"prep_start","Southern",2,"2021",2022-08-02
"2821",23,"prep_start","Southern",7,"2021",2022-08-12
"2822",24,"prep_start","Southern",11,"2021",2022-08-22
"2823",25,"prep_start","Southern",6,"2021",2021-09-02
"2824",26,"prep_start","Southern",12,"2021",2021-09-12
"2825",27,"prep_start","Southern",8,"2021",2021-09-22
"2826",28,"prep_start","Southern",9,"2021",2021-10-02
"2827",29,"prep_start","Southern",4,"2021",2021-10-12
"2828",30,"prep_start","Southern",5,"2021",2021-10-22
"2829",1,"prep_start","Southern",0,"2021",2022-01-01
"2830",2,"prep_start","Southern",0,"2021",2022-01-11
"2831",3,"prep_start","Southern",0,"2021",2022-01-21
"2832",4,"prep_start","Southern",0,"2021",2022-02-01
"2833",8,"prep_start","Southern",0,"2021",2022-03-12
"2834",9,"prep_start","Southern",0,"2021",2022-03-22
"2835",10,"prep_start","Southern",0,"2021",2022-04-02
"2836",13,"prep_start","Southern",0,"2021",2022-05-02
"2837",15,"prep_start","Southern",0,"2021",2022-05-22
"2838",16,"prep_start","Southern",0,"2021",2022-06-02
"2839",31,"prep_start","Southern",0,"2021",2021-11-02
"2840",32,"prep_start","Southern",0,"2021",2021-11-12
"2841",33,"prep_start","Southern",0,"2021",2021-11-22
"2842",34,"prep_start","Southern",0,"2021",2021-12-02
"2843",35,"prep_start","Southern",0,"2021",2021-12-12
"2844",36,"prep_start","Southern",0,"2021",2021-12-22
"2845",5,"rain_end","Lusaka",1,"2021",2022-02-11
"2846",6,"rain_end","Lusaka",4,"2021",2022-02-21
"2847",7,"rain_end","Lusaka",7,"2021",2022-03-02
"2848",8,"rain_end","Lusaka",8,"2021",2022-03-12
"2849",9,"rain_end","Lusaka",16,"2021",2022-03-22
"2850",10,"rain_end","Lusaka",6,"2021",2022-04-02
"2851",11,"rain_end","Lusaka",2,"2021",2022-04-12
"2852",12,"rain_end","Lusaka",1,"2021",2022-04-22
"2853",15,"rain_end","Lusaka",1,"2021",2022-05-22
"2854",33,"rain_end","Lusaka",1,"2021",2021-11-22
"2855",1,"rain_end","Lusaka",0,"2021",2022-01-01
"2856",2,"rain_end","Lusaka",0,"2021",2022-01-11
"2857",3,"rain_end","Lusaka",0,"2021",2022-01-21
"2858",4,"rain_end","Lusaka",0,"2021",2022-02-01
"2859",13,"rain_end","Lusaka",0,"2021",2022-05-02
"2860",14,"rain_end","Lusaka",0,"2021",2022-05-12
"2861",16,"rain_end","Lusaka",0,"2021",2022-06-02
"2862",17,"rain_end","Lusaka",0,"2021",2022-06-12
"2863",18,"rain_end","Lusaka",0,"2021",2022-06-22
"2864",19,"rain_end","Lusaka",0,"2021",2022-07-02
"2865",20,"rain_end","Lusaka",0,"2021",2022-07-12
"2866",21,"rain_end","Lusaka",0,"2021",2022-07-22
"2867",22,"rain_end","Lusaka",0,"2021",2022-08-02
"2868",23,"rain_end","Lusaka",0,"2021",2022-08-12
"2869",24,"rain_end","Lusaka",0,"2021",2022-08-22
"2870",25,"rain_end","Lusaka",0,"2021",2021-09-02
"2871",26,"rain_end","Lusaka",0,"2021",2021-09-12
"2872",27,"rain_end","Lusaka",0,"2021",2021-09-22
"2873",28,"rain_end","Lusaka",0,"2021",2021-10-02
"2874",29,"rain_end","Lusaka",0,"2021",2021-10-12
"2875",30,"rain_end","Lusaka",0,"2021",2021-10-22
"2876",31,"rain_end","Lusaka",0,"2021",2021-11-02
"2877",32,"rain_end","Lusaka",0,"2021",2021-11-12
"2878",34,"rain_end","Lusaka",0,"2021",2021-12-02
"2879",35,"rain_end","Lusaka",0,"2021",2021-12-12
"2880",36,"rain_end","Lusaka",0,"2021",2021-12-22
"2881",5,"rain_end","Northern",1,"2021",2022-02-11
"2882",6,"rain_end","Northern",1,"2021",2022-02-21
"2883",8,"rain_end","Northern",1,"2021",2022-03-12
"2884",9,"rain_end","Northern",8,"2021",2022-03-22
"2885",10,"rain_end","Northern",18,"2021",2022-04-02
"2886",11,"rain_end","Northern",22,"2021",2022-04-12
"2887",12,"rain_end","Northern",13,"2021",2022-04-22
"2888",13,"rain_end","Northern",3,"2021",2022-05-02
"2889",14,"rain_end","Northern",5,"2021",2022-05-12
"2890",15,"rain_end","Northern",3,"2021",2022-05-22
"2891",35,"rain_end","Northern",1,"2021",2021-12-12
"2892",1,"rain_end","Northern",0,"2021",2022-01-01
"2893",2,"rain_end","Northern",0,"2021",2022-01-11
"2894",3,"rain_end","Northern",0,"2021",2022-01-21
"2895",4,"rain_end","Northern",0,"2021",2022-02-01
"2896",7,"rain_end","Northern",0,"2021",2022-03-02
"2897",16,"rain_end","Northern",0,"2021",2022-06-02
"2898",17,"rain_end","Northern",0,"2021",2022-06-12
"2899",18,"rain_end","Northern",0,"2021",2022-06-22
"2900",19,"rain_end","Northern",0,"2021",2022-07-02
"2901",20,"rain_end","Northern",0,"2021",2022-07-12
"2902",21,"rain_end","Northern",0,"2021",2022-07-22
"2903",22,"rain_end","Northern",0,"2021",2022-08-02
"2904",23,"rain_end","Northern",0,"2021",2022-08-12
"2905",24,"rain_end","Northern",0,"2021",2022-08-22
"2906",25,"rain_end","Northern",0,"2021",2021-09-02
"2907",26,"rain_end","Northern",0,"2021",2021-09-12
"2908",27,"rain_end","Northern",0,"2021",2021-09-22
"2909",28,"rain_end","Northern",0,"2021",2021-10-02
"2910",29,"rain_end","Northern",0,"2021",2021-10-12
"2911",30,"rain_end","Northern",0,"2021",2021-10-22
"2912",31,"rain_end","Northern",0,"2021",2021-11-02
"2913",32,"rain_end","Northern",0,"2021",2021-11-12
"2914",33,"rain_end","Northern",0,"2021",2021-11-22
"2915",34,"rain_end","Northern",0,"2021",2021-12-02
"2916",36,"rain_end","Northern",0,"2021",2021-12-22
"2917",6,"planting_start","Western",2,"2021",2022-02-21
"2918",21,"planting_start","Western",1,"2021",2022-07-22
"2919",23,"planting_start","Western",2,"2021",2022-08-12
"2920",24,"planting_start","Western",2,"2021",2022-08-22
"2921",25,"planting_start","Western",1,"2021",2021-09-02
"2922",26,"planting_start","Western",2,"2021",2021-09-12
"2923",29,"planting_start","Western",14,"2021",2021-10-12
"2924",30,"planting_start","Western",25,"2021",2021-10-22
"2925",31,"planting_start","Western",39,"2021",2021-11-02
"2926",32,"planting_start","Western",85,"2021",2021-11-12
"2927",33,"planting_start","Western",13,"2021",2021-11-22
"2928",34,"planting_start","Western",5,"2021",2021-12-02
"2929",35,"planting_start","Western",2,"2021",2021-12-12
"2930",36,"planting_start","Western",1,"2021",2021-12-22
"2931",1,"planting_start","Western",0,"2021",2022-01-01
"2932",2,"planting_start","Western",0,"2021",2022-01-11
"2933",3,"planting_start","Western",0,"2021",2022-01-21
"2934",4,"planting_start","Western",0,"2021",2022-02-01
"2935",5,"planting_start","Western",0,"2021",2022-02-11
"2936",7,"planting_start","Western",0,"2021",2022-03-02
"2937",8,"planting_start","Western",0,"2021",2022-03-12
"2938",9,"planting_start","Western",0,"2021",2022-03-22
"2939",10,"planting_start","Western",0,"2021",2022-04-02
"2940",11,"planting_start","Western",0,"2021",2022-04-12
"2941",12,"planting_start","Western",0,"2021",2022-04-22
"2942",13,"planting_start","Western",0,"2021",2022-05-02
"2943",14,"planting_start","Western",0,"2021",2022-05-12
"2944",15,"planting_start","Western",0,"2021",2022-05-22
"2945",16,"planting_start","Western",0,"2021",2022-06-02
"2946",17,"planting_start","Western",0,"2021",2022-06-12
"2947",18,"planting_start","Western",0,"2021",2022-06-22
"2948",19,"planting_start","Western",0,"2021",2022-07-02
"2949",20,"planting_start","Western",0,"2021",2022-07-12
"2950",22,"planting_start","Western",0,"2021",2022-08-02
"2951",27,"planting_start","Western",0,"2021",2021-09-22
"2952",28,"planting_start","Western",0,"2021",2021-10-02
"2953",6,"rain_end","Muchinga",1,"2021",2022-02-21
"2954",7,"rain_end","Muchinga",2,"2021",2022-03-02
"2955",8,"rain_end","Muchinga",3,"2021",2022-03-12
"2956",9,"rain_end","Muchinga",14,"2021",2022-03-22
"2957",10,"rain_end","Muchinga",7,"2021",2022-04-02
"2958",11,"rain_end","Muchinga",9,"2021",2022-04-12
"2959",12,"rain_end","Muchinga",12,"2021",2022-04-22
"2960",14,"rain_end","Muchinga",2,"2021",2022-05-12
"2961",34,"rain_end","Muchinga",1,"2021",2021-12-02
"2962",1,"rain_end","Muchinga",0,"2021",2022-01-01
"2963",2,"rain_end","Muchinga",0,"2021",2022-01-11
"2964",3,"rain_end","Muchinga",0,"2021",2022-01-21
"2965",4,"rain_end","Muchinga",0,"2021",2022-02-01
"2966",5,"rain_end","Muchinga",0,"2021",2022-02-11
"2967",13,"rain_end","Muchinga",0,"2021",2022-05-02
"2968",15,"rain_end","Muchinga",0,"2021",2022-05-22
"2969",16,"rain_end","Muchinga",0,"2021",2022-06-02
"2970",17,"rain_end","Muchinga",0,"2021",2022-06-12
"2971",18,"rain_end","Muchinga",0,"2021",2022-06-22
"2972",19,"rain_end","Muchinga",0,"2021",2022-07-02
"2973",20,"rain_end","Muchinga",0,"2021",2022-07-12
"2974",21,"rain_end","Muchinga",0,"2021",2022-07-22
"2975",22,"rain_end","Muchinga",0,"2021",2022-08-02
"2976",23,"rain_end","Muchinga",0,"2021",2022-08-12
"2977",24,"rain_end","Muchinga",0,"2021",2022-08-22
"2978",25,"rain_end","Muchinga",0,"2021",2021-09-02
"2979",26,"rain_end","Muchinga",0,"2021",2021-09-12
"2980",27,"rain_end","Muchinga",0,"2021",2021-09-22
"2981",28,"rain_end","Muchinga",0,"2021",2021-10-02
"2982",29,"rain_end","Muchinga",0,"2021",2021-10-12
"2983",30,"rain_end","Muchinga",0,"2021",2021-10-22
"2984",31,"rain_end","Muchinga",0,"2021",2021-11-02
"2985",32,"rain_end","Muchinga",0,"2021",2021-11-12
"2986",33,"rain_end","Muchinga",0,"2021",2021-11-22
"2987",35,"rain_end","Muchinga",0,"2021",2021-12-12
"2988",36,"rain_end","Muchinga",0,"2021",2021-12-22
"2989",7,"prep_start","Northern",1,"2021",2022-03-02
"2990",12,"prep_start","Northern",2,"2021",2022-04-22
"2991",17,"prep_start","Northern",1,"2021",2022-06-12
"2992",20,"prep_start","Northern",2,"2021",2022-07-12
"2993",21,"prep_start","Northern",2,"2021",2022-07-22
"2994",22,"prep_start","Northern",2,"2021",2022-08-02
"2995",24,"prep_start","Northern",4,"2021",2022-08-22
"2996",25,"prep_start","Northern",7,"2021",2021-09-02
"2997",26,"prep_start","Northern",4,"2021",2021-09-12
"2998",27,"prep_start","Northern",10,"2021",2021-09-22
"2999",28,"prep_start","Northern",8,"2021",2021-10-02
"3000",29,"prep_start","Northern",15,"2021",2021-10-12
"3001",30,"prep_start","Northern",7,"2021",2021-10-22
"3002",31,"prep_start","Northern",4,"2021",2021-11-02
"3003",32,"prep_start","Northern",6,"2021",2021-11-12
"3004",33,"prep_start","Northern",1,"2021",2021-11-22
"3005",1,"prep_start","Northern",0,"2021",2022-01-01
"3006",2,"prep_start","Northern",0,"2021",2022-01-11
"3007",3,"prep_start","Northern",0,"2021",2022-01-21
"3008",4,"prep_start","Northern",0,"2021",2022-02-01
"3009",5,"prep_start","Northern",0,"2021",2022-02-11
"3010",6,"prep_start","Northern",0,"2021",2022-02-21
"3011",8,"prep_start","Northern",0,"2021",2022-03-12
"3012",9,"prep_start","Northern",0,"2021",2022-03-22
"3013",10,"prep_start","Northern",0,"2021",2022-04-02
"3014",11,"prep_start","Northern",0,"2021",2022-04-12
"3015",13,"prep_start","Northern",0,"2021",2022-05-02
"3016",14,"prep_start","Northern",0,"2021",2022-05-12
"3017",15,"prep_start","Northern",0,"2021",2022-05-22
"3018",16,"prep_start","Northern",0,"2021",2022-06-02
"3019",18,"prep_start","Northern",0,"2021",2022-06-22
"3020",19,"prep_start","Northern",0,"2021",2022-07-02
"3021",23,"prep_start","Northern",0,"2021",2022-08-12
"3022",34,"prep_start","Northern",0,"2021",2021-12-02
"3023",35,"prep_start","Northern",0,"2021",2021-12-12
"3024",36,"prep_start","Northern",0,"2021",2021-12-22
"3025",7,"rain_start","Muchinga",1,"2021",2022-03-02
"3026",29,"rain_start","Muchinga",1,"2021",2021-10-12
"3027",30,"rain_start","Muchinga",8,"2021",2021-10-22
"3028",31,"rain_start","Muchinga",6,"2021",2021-11-02
"3029",32,"rain_start","Muchinga",15,"2021",2021-11-12
"3030",33,"rain_start","Muchinga",9,"2021",2021-11-22
"3031",34,"rain_start","Muchinga",9,"2021",2021-12-02
"3032",35,"rain_start","Muchinga",1,"2021",2021-12-12
"3033",36,"rain_start","Muchinga",1,"2021",2021-12-22
"3034",1,"rain_start","Muchinga",0,"2021",2022-01-01
"3035",2,"rain_start","Muchinga",0,"2021",2022-01-11
"3036",3,"rain_start","Muchinga",0,"2021",2022-01-21
"3037",4,"rain_start","Muchinga",0,"2021",2022-02-01
"3038",5,"rain_start","Muchinga",0,"2021",2022-02-11
"3039",6,"rain_start","Muchinga",0,"2021",2022-02-21
"3040",8,"rain_start","Muchinga",0,"2021",2022-03-12
"3041",9,"rain_start","Muchinga",0,"2021",2022-03-22
"3042",10,"rain_start","Muchinga",0,"2021",2022-04-02
"3043",11,"rain_start","Muchinga",0,"2021",2022-04-12
"3044",12,"rain_start","Muchinga",0,"2021",2022-04-22
"3045",13,"rain_start","Muchinga",0,"2021",2022-05-02
"3046",14,"rain_start","Muchinga",0,"2021",2022-05-12
"3047",15,"rain_start","Muchinga",0,"2021",2022-05-22
"3048",16,"rain_start","Muchinga",0,"2021",2022-06-02
"3049",17,"rain_start","Muchinga",0,"2021",2022-06-12
"3050",18,"rain_start","Muchinga",0,"2021",2022-06-22
"3051",19,"rain_start","Muchinga",0,"2021",2022-07-02
"3052",20,"rain_start","Muchinga",0,"2021",2022-07-12
"3053",21,"rain_start","Muchinga",0,"2021",2022-07-22
"3054",22,"rain_start","Muchinga",0,"2021",2022-08-02
"3055",23,"rain_start","Muchinga",0,"2021",2022-08-12
"3056",24,"rain_start","Muchinga",0,"2021",2022-08-22
"3057",25,"rain_start","Muchinga",0,"2021",2021-09-02
"3058",26,"rain_start","Muchinga",0,"2021",2021-09-12
"3059",27,"rain_start","Muchinga",0,"2021",2021-09-22
"3060",28,"rain_start","Muchinga",0,"2021",2021-10-02
"3061",8,"harvesting_start","Lusaka",2,"2021",2022-03-12
"3062",9,"harvesting_start","Lusaka",3,"2021",2022-03-22
"3063",10,"harvesting_start","Lusaka",4,"2021",2022-04-02
"3064",11,"harvesting_start","Lusaka",6,"2021",2022-04-12
"3065",13,"harvesting_start","Lusaka",6,"2021",2022-05-02
"3066",14,"harvesting_start","Lusaka",12,"2021",2022-05-12
"3067",15,"harvesting_start","Lusaka",12,"2021",2022-05-22
"3068",18,"harvesting_start","Lusaka",2,"2021",2022-06-22
"3069",1,"harvesting_start","Lusaka",0,"2021",2022-01-01
"3070",2,"harvesting_start","Lusaka",0,"2021",2022-01-11
"3071",3,"harvesting_start","Lusaka",0,"2021",2022-01-21
"3072",4,"harvesting_start","Lusaka",0,"2021",2022-02-01
"3073",5,"harvesting_start","Lusaka",0,"2021",2022-02-11
"3074",6,"harvesting_start","Lusaka",0,"2021",2022-02-21
"3075",7,"harvesting_start","Lusaka",0,"2021",2022-03-02
"3076",12,"harvesting_start","Lusaka",0,"2021",2022-04-22
"3077",16,"harvesting_start","Lusaka",0,"2021",2022-06-02
"3078",17,"harvesting_start","Lusaka",0,"2021",2022-06-12
"3079",19,"harvesting_start","Lusaka",0,"2021",2022-07-02
"3080",20,"harvesting_start","Lusaka",0,"2021",2022-07-12
"3081",21,"harvesting_start","Lusaka",0,"2021",2022-07-22
"3082",22,"harvesting_start","Lusaka",0,"2021",2022-08-02
"3083",23,"harvesting_start","Lusaka",0,"2021",2022-08-12
"3084",24,"harvesting_start","Lusaka",0,"2021",2022-08-22
"3085",25,"harvesting_start","Lusaka",0,"2021",2021-09-02
"3086",26,"harvesting_start","Lusaka",0,"2021",2021-09-12
"3087",27,"harvesting_start","Lusaka",0,"2021",2021-09-22
"3088",28,"harvesting_start","Lusaka",0,"2021",2021-10-02
"3089",29,"harvesting_start","Lusaka",0,"2021",2021-10-12
"3090",30,"harvesting_start","Lusaka",0,"2021",2021-10-22
"3091",31,"harvesting_start","Lusaka",0,"2021",2021-11-02
"3092",32,"harvesting_start","Lusaka",0,"2021",2021-11-12
"3093",33,"harvesting_start","Lusaka",0,"2021",2021-11-22
"3094",34,"harvesting_start","Lusaka",0,"2021",2021-12-02
"3095",35,"harvesting_start","Lusaka",0,"2021",2021-12-12
"3096",36,"harvesting_start","Lusaka",0,"2021",2021-12-22
"3097",9,"prep_start","North-Western",1,"2021",2022-03-22
"3098",18,"prep_start","North-Western",1,"2021",2022-06-22
"3099",19,"prep_start","North-Western",3,"2021",2022-07-02
"3100",20,"prep_start","North-Western",1,"2021",2022-07-12
"3101",21,"prep_start","North-Western",4,"2021",2022-07-22
"3102",22,"prep_start","North-Western",3,"2021",2022-08-02
"3103",23,"prep_start","North-Western",3,"2021",2022-08-12
"3104",24,"prep_start","North-Western",11,"2021",2022-08-22
"3105",25,"prep_start","North-Western",1,"2021",2021-09-02
"3106",26,"prep_start","North-Western",2,"2021",2021-09-12
"3107",27,"prep_start","North-Western",10,"2021",2021-09-22
"3108",28,"prep_start","North-Western",7,"2021",2021-10-02
"3109",29,"prep_start","North-Western",13,"2021",2021-10-12
"3110",30,"prep_start","North-Western",6,"2021",2021-10-22
"3111",32,"prep_start","North-Western",2,"2021",2021-11-12
"3112",1,"prep_start","North-Western",0,"2021",2022-01-01
"3113",2,"prep_start","North-Western",0,"2021",2022-01-11
"3114",3,"prep_start","North-Western",0,"2021",2022-01-21
"3115",4,"prep_start","North-Western",0,"2021",2022-02-01
"3116",5,"prep_start","North-Western",0,"2021",2022-02-11
"3117",6,"prep_start","North-Western",0,"2021",2022-02-21
"3118",7,"prep_start","North-Western",0,"2021",2022-03-02
"3119",8,"prep_start","North-Western",0,"2021",2022-03-12
"3120",10,"prep_start","North-Western",0,"2021",2022-04-02
"3121",11,"prep_start","North-Western",0,"2021",2022-04-12
"3122",12,"prep_start","North-Western",0,"2021",2022-04-22
"3123",13,"prep_start","North-Western",0,"2021",2022-05-02
"3124",14,"prep_start","North-Western",0,"2021",2022-05-12
"3125",15,"prep_start","North-Western",0,"2021",2022-05-22
"3126",16,"prep_start","North-Western",0,"2021",2022-06-02
"3127",17,"prep_start","North-Western",0,"2021",2022-06-12
"3128",31,"prep_start","North-Western",0,"2021",2021-11-02
"3129",33,"prep_start","North-Western",0,"2021",2021-11-22
"3130",34,"prep_start","North-Western",0,"2021",2021-12-02
"3131",35,"prep_start","North-Western",0,"2021",2021-12-12
"3132",36,"prep_start","North-Western",0,"2021",2021-12-22
"3133",11,"harvesting_end","Lusaka",3,"2021",2022-04-12
"3134",12,"harvesting_end","Lusaka",3,"2021",2022-04-22
"3135",13,"harvesting_end","Lusaka",2,"2021",2022-05-02
"3136",14,"harvesting_end","Lusaka",1,"2021",2022-05-12
"3137",15,"harvesting_end","Lusaka",2,"2021",2022-05-22
"3138",16,"harvesting_end","Lusaka",1,"2021",2022-06-02
"3139",17,"harvesting_end","Lusaka",5,"2021",2022-06-12
"3140",18,"harvesting_end","Lusaka",9,"2021",2022-06-22
"3141",19,"harvesting_end","Lusaka",2,"2021",2022-07-02
"3142",20,"harvesting_end","Lusaka",3,"2021",2022-07-12
"3143",21,"harvesting_end","Lusaka",9,"2021",2022-07-22
"3144",22,"harvesting_end","Lusaka",3,"2021",2022-08-02
"3145",23,"harvesting_end","Lusaka",2,"2021",2022-08-12
"3146",24,"harvesting_end","Lusaka",2,"2021",2022-08-22
"3147",1,"harvesting_end","Lusaka",0,"2021",2022-01-01
"3148",2,"harvesting_end","Lusaka",0,"2021",2022-01-11
"3149",3,"harvesting_end","Lusaka",0,"2021",2022-01-21
"3150",4,"harvesting_end","Lusaka",0,"2021",2022-02-01
"3151",5,"harvesting_end","Lusaka",0,"2021",2022-02-11
"3152",6,"harvesting_end","Lusaka",0,"2021",2022-02-21
"3153",7,"harvesting_end","Lusaka",0,"2021",2022-03-02
"3154",8,"harvesting_end","Lusaka",0,"2021",2022-03-12
"3155",9,"harvesting_end","Lusaka",0,"2021",2022-03-22
"3156",10,"harvesting_end","Lusaka",0,"2021",2022-04-02
"3157",25,"harvesting_end","Lusaka",0,"2021",2021-09-02
"3158",26,"harvesting_end","Lusaka",0,"2021",2021-09-12
"3159",27,"harvesting_end","Lusaka",0,"2021",2021-09-22
"3160",28,"harvesting_end","Lusaka",0,"2021",2021-10-02
"3161",29,"harvesting_end","Lusaka",0,"2021",2021-10-12
"3162",30,"harvesting_end","Lusaka",0,"2021",2021-10-22
"3163",31,"harvesting_end","Lusaka",0,"2021",2021-11-02
"3164",32,"harvesting_end","Lusaka",0,"2021",2021-11-12
"3165",33,"harvesting_end","Lusaka",0,"2021",2021-11-22
"3166",34,"harvesting_end","Lusaka",0,"2021",2021-12-02
"3167",35,"harvesting_end","Lusaka",0,"2021",2021-12-12
"3168",36,"harvesting_end","Lusaka",0,"2021",2021-12-22
"3169",11,"prep_start","Muchinga",1,"2021",2022-04-12
"3170",21,"prep_start","Muchinga",2,"2021",2022-07-22
"3171",22,"prep_start","Muchinga",2,"2021",2022-08-02
"3172",24,"prep_start","Muchinga",2,"2021",2022-08-22
"3173",25,"prep_start","Muchinga",1,"2021",2021-09-02
"3174",26,"prep_start","Muchinga",1,"2021",2021-09-12
"3175",27,"prep_start","Muchinga",13,"2021",2021-09-22
"3176",28,"prep_start","Muchinga",4,"2021",2021-10-02
"3177",29,"prep_start","Muchinga",16,"2021",2021-10-12
"3178",30,"prep_start","Muchinga",5,"2021",2021-10-22
"3179",31,"prep_start","Muchinga",3,"2021",2021-11-02
"3180",32,"prep_start","Muchinga",1,"2021",2021-11-12
"3181",1,"prep_start","Muchinga",0,"2021",2022-01-01
"3182",2,"prep_start","Muchinga",0,"2021",2022-01-11
"3183",3,"prep_start","Muchinga",0,"2021",2022-01-21
"3184",4,"prep_start","Muchinga",0,"2021",2022-02-01
"3185",5,"prep_start","Muchinga",0,"2021",2022-02-11
"3186",6,"prep_start","Muchinga",0,"2021",2022-02-21
"3187",7,"prep_start","Muchinga",0,"2021",2022-03-02
"3188",8,"prep_start","Muchinga",0,"2021",2022-03-12
"3189",9,"prep_start","Muchinga",0,"2021",2022-03-22
"3190",10,"prep_start","Muchinga",0,"2021",2022-04-02
"3191",12,"prep_start","Muchinga",0,"2021",2022-04-22
"3192",13,"prep_start","Muchinga",0,"2021",2022-05-02
"3193",14,"prep_start","Muchinga",0,"2021",2022-05-12
"3194",15,"prep_start","Muchinga",0,"2021",2022-05-22
"3195",16,"prep_start","Muchinga",0,"2021",2022-06-02
"3196",17,"prep_start","Muchinga",0,"2021",2022-06-12
"3197",18,"prep_start","Muchinga",0,"2021",2022-06-22
"3198",19,"prep_start","Muchinga",0,"2021",2022-07-02
"3199",20,"prep_start","Muchinga",0,"2021",2022-07-12
"3200",23,"prep_start","Muchinga",0,"2021",2022-08-12
"3201",33,"prep_start","Muchinga",0,"2021",2021-11-22
"3202",34,"prep_start","Muchinga",0,"2021",2021-12-02
"3203",35,"prep_start","Muchinga",0,"2021",2021-12-12
"3204",36,"prep_start","Muchinga",0,"2021",2021-12-22
"3205",12,"harvesting_start","Muchinga",6,"2021",2022-04-22
