"dekad","year","1","2","3","4","5","6","7","8","9","10"
9,"1987",21.50139,33.23621,31.51391,89.39556,8.548451,69.34414,35.45661,95.45417,17.56352,26.76389
10,"1987",4.316684,7.58505,11.99043,43.98291,2.009006,29.09797,8.757,64.53225,2.204605,3.454106
11,"1987",3.06783,3.793361,5.068492,9.400597,2.502369,7.956908,4.239022,12.69739,2.41383,3.417827
12,"1987",2.876393,3.907994,3.03104,9.266732,2.474742,6.82206,4.046029,14.59653,1.999274,4.612102
13,"1987",1.771695,1.518414,1.474272,3.450705,1.88903,2.489511,2.933242,3.685918,1.433976,2.37271
14,"1987",0.6544325,0.2833782,0.8196903,1.128626,0.6227849,1.315206,0.3840074,1.652969,0.6006203,0.6224061
15,"1987",0.4015706,0.06644785,0.7314265,0.4816578,0.3480681,1.268462,0.09135775,1.146349,0.4107006,0.2516751
16,"1987",0.2743501,0.2548531,0.4613472,0.440034,0.2908899,0.5198461,0.2865479,0.6439228,0.324296,0.2667107
17,"1987",0.08031837,0.0301423,0.2485122,0.04231928,0.1316817,0.2060378,0.08098195,0.1881136,0.2430619,0.08039779
18,"1987",0.04706561,0.008774333,0.1677938,0.009628526,0.09232378,0.1096764,0.03692578,0.08197843,0.1790238,0.0533199
