"dekad","year","1","2","3","4","5","6","7","8","9","10"
19,"1989",0,0,0,0,0,0,0,0,0,0
20,"1989",0.00084371556,0,0,0,0,0,0,0,0,0
21,"1989",0.0007494489,0,0,0,0,0,0,0,0.02428143,0
22,"1989",0,0,0,0,0,0,0,0,0,0
23,"1989",0,0,0,0,0,0,0,0,0,0
24,"1989",0,0,0,0,0,0,0,0,0,0
25,"1989",0,0,0,0,0,0,0,0,0,0
26,"1989",0,0,0,0.001885525,0,0,0.8667217,0,0,0.05592587
27,"1989",0.754272672846711,0.901593962216216,0.035976654081973,3.71362161124324,0.379694179247838,0.0328114303232432,5.74719529387757,3.20681397404027,1.18204931946324,2.28123086594005
28,"1989",3.013435697,0,0.0941249,12.67576808,0.4713467,0,38.16545749,4.21097482,1.81527746,7.112610842
29,"1989",0.04238552,0.38793640468,0.28898469,11.11767825,0.001569745,0.076497741,3.28687638,6.74221939,0.06706703,0.01864004
30,"1989",14.03749666,13.9243965,3.319028942,19.065208159,13.644813813,3.563998655,22.897312007,16.927091651,21.836266495,15.685995
31,"1989",11.7892233,9.434721466,1.8709207,12.83087751,8.2230442,2.090478593,46.64057127,11.531880479,30.7569594,29.369922
32,"1989",36.1314522,47.18075142,54.2580405,70.1648324,29.7221077,59.0948273,34.58863067,72.921982903,31.028128796,15.757016499
33,"1989",26.39127919,39.82115462,32.1068397,57.046691,22.07676385,47.6711007,36.9188639,71.812733,20.311490701,16.52931309
34,"1989",56.015925,107.7122939,73.460711,97.84472,37.459609017,86.667479,89.202533,91.0164002,21.75915894,45.035391
35,"1989",52.9553773,78.248615,59.618523,105.340824,40.13450858,83.284811,78.724654,112.407845,34.3537321,56.04350152
36,"1989",81.27152699,116.82164096,66.5856747,129.621283,58.67332272774,105.91486,100.4632962,159.03956,41.24831477,82.52936019
1,"1990",122.840077,115.206192,86.274944,96.554688,105.171888,90.648874,89.862844,104.662813,79.290319,96.790173
2,"1990",97.157111,80.953174,107.002353,88.059971,129.032962,106.658981,74.4731751,94.31214,77.1152054,64.9224919
