"dekad","year","1","2","3","4","5","6","7","8","9","10","11"
26,"2002",0,0.00057342899,0.02180648,0.06566747,0.3206169,0.00083164353,2.131154,0.02801106,0.2225391,0.01026154,1.892193
27,"2002",1.906677,0.09202477,4.877491,0.7693017,0.1372931,0.4317161,1.730131,0,2.018842,2.096395,1.350115
28,"2002",25.60463,19.05497,10.7851,0,0.02126937,4.47899,8.321578,1.326533,3.492041,7.552738,3.513994
29,"2002",0.03208431,0,1.784353,0.269768,0.0479666,0,3.875135,0.04384089,0.2732314,0.08560807,4.058223
30,"2002",18.65226,14.04434,30.45269,0,1.496073,12.38316,18.38933,5.057824,24.91616,17.80642,8.219718
31,"2002",33.49262,26.66878,58.10582,23.08109,31.20656,55.63725,64.39617,35.20689,64.44473,46.90964,50.70339
32,"2002",6.551591,0.4007464,33.20578,7.420173,14.07059,0.007179502,26.28646,5.877589,11.34366,3.085322,36.1636
33,"2002",29.81251,4.374933,52.07303,16.04439,26.94398,7.652355,54.62941,16.41274,45.11817,16.55481,55.22673
34,"2002",47.53433,31.09529,63.73578,32.21873,25.62928,25.32866,49.15813,37.18878,43.41002,45.43475,37.61364
35,"2002",55.92783,62.93441,88.12071,79.96208,92.74895,78.89021,94.42189,118.897,125.7485,96.06189,96.06386
36,"2002",77.0202,28.92895,111.0267,122.8077,127.3722,53.57396,97.3821,104.2269,113.0194,96.55353,135.9235
1,"2003",41.73461,26.35134,71.63583,90.98573,95.93906,40.1683,86.84815,61.94383,98.16598,41.57884,105.2242
2,"2003",35.43171,15.89841,47.43792,32.60649,55.69176,15.33417,67.42172,63.74104,46.40878,26.79953,61.13713
3,"2003",85.86774,61.59783,97.17982,57.86859,84.4306,77.22939,91.87999,117.7734,123.5646,82.58369,93.6454
4,"2003",45.27601,21.04445,70.77952,61.84523,73.17204,53.85957,68.04905,77.19754,90.65929,69.61037,59.21372
5,"2003",63.13011,38.13044,91.15308,87.60556,106.6808,61.9442,77.88458,93.75057,106.7329,90.62624,95.90765
6,"2003",47.28228,78.8763,44.13278,9.317564,28.142,79.17575,28.54272,53.30082,56.00287,64.33327,8.415289
7,"2003",42.51482,103.2875,61.61975,71.3597,73.86578,106.4915,52.72419,70.95212,67.92909,81.16637,61.4413
8,"2003",24.85648,33.89408,71.34683,75.54893,69.79188,26.56549,68.40727,49.3662,74.77544,61.23991,63.82436
9,"2003",74.47363,30.99501,72.39951,118.7856,96.81995,66.52847,104.5017,87.17634,92.50561,68.86087,125.665
10,"2003",77.98174,6.150863,63.61774,45.02564,35.69067,6.38563,49.00265,23.74906,24.79719,13.71902,77.19154
11,"2003",2.567036,1.525196,3.684636,3.420641,2.718911,0,1.926689,2.389787,0.9994404,0.5532486,5.398914
12,"2003",0,0,0,8.756085,17.19832,0,7.025206,1.222142,0,0.00019492191,31.21745
13,"2003",0,0,0.5003203,0,0.001336933,0,2.189276,0,15.97158,0.06233395,3.8974412e-07
14,"2003",0,0.01148664,0,0,0.004036456,0.006590021,0,0.109162,0,0.01589044,0
15,"2003",0.006237363,0,0.005238063,0,0.03684785,0,0.003523783,0.009082748,0,0.00039076767,0.08010764
16,"2003",0,0,0.00097964879,0,0,0,0,0,0,0.007431387,0
17,"2003",0,0.09189309,0,0,0,0.006915479,0,0,0,0.00026939929,0
18,"2003",0,0,0,0,0,0,0,0,0,0,0
19,"2003",0.00015258923,0,0,0.3024603,0.0782915,0,0,0.00211069,0,0.1016697,0.007592135
20,"2003",0,0,0,0,0,0,0,0,0,0,0
21,"2003",0,0,0,0,0,0,0,0,0,0,0
22,"2003",0,0,0,0,0,0,0,0,0,0,0
23,"2003",0.001224946,0.00092533982,0.02399132,0,0,0,0,0,0,0,0
24,"2003",0,0,0,0.005478514,0.1215637,0,0.007789284,0.027725,0,0.007523912,0.01314496
25,"2003",0,0,0.2692191,0,0.02244257,0.03113002,1.426661,0.5925936,0,0.08608547,0.7495388
26,"2003",0.2690582,0.03445991,6.165858,0,0.00069307163,0.01009249,1.193993,0,0,0.002507678,0.4946566
27,"2003",0,0,0.01009742,0,0.00032117954,0,1.418381,0,0,0,0.9731921
28,"2003",0,0,0,0,0,0,0.1696508,0,0,0,0.1650083
29,"2003",13.57312,14.80521,21.22271,0,17.14018,9.510754,35.74842,6.828561,28.0948,18.45313,37.44689
30,"2003",9.071658,8.566399,19.55923,0,0.2633932,3.467036,12.80972,2.67464,1.996094,3.026792,11.04618
31,"2003",8.88375,3.932975,27.2475,2.310225,7.723138,4.629878,18.32744,9.563862,18.12614,11.68698,11.84709
32,"2003",31.63098,20.0251,42.13295,0,6.089826,14.2156,26.25824,6.238452,26.58936,16.22242,17.90183
33,"2003",64.62975,30.38049,65.81067,35.00651,34.08832,45.07504,61.97491,24.25481,58.3428,44.34626,33.84088
34,"2003",41.71387,23.74242,74.03659,30.62982,45.23128,10.47419,74.80087,46.29312,78.29924,27.99084,89.00568
35,"2003",66.85685,42.08396,56.39241,57.3405,69.85693,62.08643,104.2695,97.2066,78.82728,62.19859,80.65666
36,"2003",102.5951,64.72054,118.8385,50.98088,42.49091,89.85803,104.9321,53.72293,127.0301,82.47315,72.55911
1,"2004",65.53822,39.63107,69.38723,36.902,55.59536,42.92988,45.79382,50.29202,90.13464,44.40263,64.31572
2,"2004",73.57979,49.26018,106.9662,64.90148,81.50819,73.90759,79.34818,65.97124,111.8272,79.58315,90.33917
3,"2004",109.4681,116.4445,81.61428,40.0731,97.52098,117.5279,64.35434,124.8667,113.8831,102.9668,53.19578
4,"2004",12.93431,1.772015,41.70271,37.48804,33.06162,5.175216,57.5585,21.50409,10.91037,9.806742,58.14534
5,"2004",75.37061,61.33341,92.1484,50.36263,80.77174,86.73277,117.0357,72.47179,118.5244,98.6808,138.0788
6,"2004",82.90186,82.38817,73.70782,71.60239,86.07423,79.88908,55.88318,85.12183,115.7534,89.27541,60.41103
7,"2004",131.4167,122.3436,89.98244,136.4545,103.2498,80.04089,100.7277,116.5164,83.15839,90.43431,128.7915
8,"2004",72.28731,44.62283,46.15466,77.76129,49.5453,20.28226,55.61559,41.22248,55.83091,34.8616,52.35179
9,"2004",65.30361,42.41086,66.23578,19.89817,20.01824,17.76861,97.02008,11.85313,53.22738,29.22677,87.51535
10,"2004",29.0119,5.997012,44.56385,114.4158,44.33011,7.749124,64.67587,33.873,25.44314,16.35342,124.1245
11,"2004",11.99802,3.281941,6.926997,4.97406,9.117639,3.530434,19.04875,25.11449,9.801598,8.442366,13.7313
12,"2004",0.08322909,1.212946,4.49531,0,6.831357,1.964202,2.145145,18.70179,5.363942,2.141622,6.351387
13,"2004",0,0,0,0,0,0,0,0,0,0,0
14,"2004",9.8508008e-06,0.09189309,0,0,0,0.006915479,0,0,0,0.00026939929,0
15,"2004",0,0,0,0,0,0,0,0,0,0,0
16,"2004",0,0,0,1.261942,0.4623531,0,0,0.007623296,0,0,0.1658544
17,"2004",0,0,0,0,0,0,0,0,0,0,0
18,"2004",0,0,0,0,0,0,0,0,0,0,0
19,"2004",0,0,0,0,0,0,0,0,0,0,0
20,"2004",0,0,0,0,0,0,0,0,0,0,0
21,"2004",0.002611072,0.004021835,0,0,0,0,0.02114726,0,0,0,0
22,"2004",0,0,0,0,0,0,0,0,0,0,0
23,"2004",0,0,0,0,0,0,0,0,0,0,0
24,"2004",0,0,0.0238039,0,0,0,0,0,0,0,0
25,"2004",1.4255451e-05,0,0.1134221,0,0.00130411,0.003753877,4.715886,0,0,0,2.252889
26,"2004",0.2166654,0,5.968569,0,0,0,4.802581,0,0,0,1.567602
27,"2004",0.8575088,0.00067095651,2.381723,0,0,0,9.132959,0,0,0,6.300738
28,"2004",4.116299,6.275657,6.068066,0,0,6.1754,4.998135,0.2701103,0.02477245,9.344371,8.263792
29,"2004",10.67815,15.5986,15.80812,0,2.694615,5.611317,8.122076,13.77687,12.98332,13.3252,4.036224
30,"2004",10.29036,2.226544,21.56972,0,1.507934,3.960987,51.30812,3.180072,20.6325,3.350382,29.74931
31,"2004",5.561877,3.75252,19.08229,25.01937,16.12214,3.667163,31.26058,13.4321,21.32115,5.797859,25.51824
32,"2004",22.46923,4.712673,43.72215,12.80809,31.79222,8.036037,38.50594,36.74596,33.86087,21.68657,47.12173
33,"2004",30.9089,13.31308,63.81226,83.95739,78.4307,28.53737,90.80267,72.12353,61.75365,39.90532,92.02697
34,"2004",81.09261,111.4882,76.66207,111.1025,111.7228,115.4279,82.48636,95.78152,97.84804,108.0354,102.4929
35,"2004",13.2099,16.39765,52.35395,87.57152,106.7175,72.35869,138.3269,82.13816,72.03423,64.7071,124.1283
36,"2004",58.10596,58.36047,114.6602,170.0805,139.8526,83.66168,119.0503,136.8727,104.3666,89.94569,140.3197
1,"2005",13.39258,4.926661,60.65575,81.42854,117.1708,24.98995,103.3836,93.51642,55.13318,40.92185,109.3238
2,"2005",66.05821,63.87973,79.44354,54.12869,73.5731,54.9084,125.7626,94.60602,113.2445,73.0101,78.13285
3,"2005",93.33257,89.5772,109.8895,57.44164,93.93017,112.2828,116.6514,114.0865,108.8374,94.40213,91.34144
4,"2005",11.60804,4.161292,35.7937,43.26539,47.74378,1.926253,88.85194,15.92873,20.98147,11.45006,97.50211
5,"2005",36.31535,20.23055,58.08504,20.37574,43.96177,13.60358,44.96318,32.906,56.54343,30.16748,46.06503
6,"2005",35.01178,23.44208,56.64241,42.58857,63.64412,39.36539,61.34066,74.25066,60.40997,39.88571,60.93019
7,"2005",17.03068,2.450311,33.00771,88.15764,46.24724,1.984695,64.2282,6.653639,28.71195,12.66793,70.58143
8,"2005",56.30254,13.31827,75.2075,64.19062,35.04375,1.424423,82.51692,13.81441,44.47169,15.71196,79.27038
9,"2005",73.00131,18.46064,75.54808,102.004,43.98303,14.76495,48.03234,13.09497,53.2453,35.0602,66.10361
10,"2005",23.29673,6.218126,19.90645,0,14.59117,0.00060098688,24.79274,5.928197,14.56689,5.767275,28.19708
11,"2005",0.009610687,0,0.0594942,0,0.1160916,0,5.126197,0.004850381,0.03350221,0.001886794,8.133571
12,"2005",1.873858,0.07908829,8.665369,0.009809773,4.897602,0.006058864,8.187077,2.845651,1.667086,0.03464874,19.46959
13,"2005",0.2245828,0,4.777791,2.134193,0.6014639,0,2.462187,0,0,0,11.83993
14,"2005",0,0,0,0,0,0,0,0.1037448,0,0,0
15,"2005",0,0,0,0,0,0,0,0,0,0,0
16,"2005",0,0,0,0,0,0,0,0,0,0,0
17,"2005",0,0,0,0,0,0,0,0,0,0,0
18,"2005",0,0,0,0,0,0.07986673,0,0.01120231,0,0.02085548,0
19,"2005",0,0,0,0,0,0,0,0,0,0,0
20,"2005",0,0,0.05898118,0,0.2008978,0.08286539,0.5082204,1.412189,2.551642,0.9980441,0.00252484
21,"2005",0,0,0,0,0,0,0,0,0,0,0
22,"2005",0,0,0.00010966702,0,0,0,0,0,0,0,0
23,"2005",0,0,0,0,0,0,0,0,0,0,0
24,"2005",0,0,0,0,0,0,0,0,0,0,0
25,"2005",0,0,0.04332851,0,0.00053586531,0,0,0,0,0,0
26,"2005",0,0,0,0,0,0,0,0,0,0,0
27,"2005",1.399337,0.00015127039,5.850402,0,0.01366819,0,0.3435368,0.3597588,3.177499,0.09024081,0.2887458
28,"2005",0.149329,0,0.5026789,1.302282,0.299562,0,0.9211994,0.9011316,0.3497182,0.1981254,2.179599
29,"2005",0.01025462,0,0.4755852,0,0,0,1.433107,0,0,0,0.9575027
30,"2005",5.013424,0.6201762,13.50967,0,0.1870841,0.2082375,3.186143,0.7048358,2.089895,0.4633853,2.646207
31,"2005",23.49764,22.53594,54.08837,90.34236,67.99152,19.1676,61.76284,31.82628,49.25883,29.34921,58.41058
32,"2005",29.64751,16.22925,26.8859,0.4921331,4.541918,7.5903,25.31197,5.100645,20.36317,11.418,16.33339
33,"2005",66.32206,46.67258,62.68623,12.4122,26.16046,46.21774,48.31264,47.63432,55.86977,47.25622,34.70612
34,"2005",72.42216,95.66449,59.41242,22.32873,32.05666,109.8335,62.27936,60.15504,93.9007,107.2059,43.85959
35,"2005",60.14408,43.79159,64.89886,32.48219,56.87297,63.24257,96.38132,69.93474,105.8344,87.50256,58.45989
36,"2005",91.90775,81.87283,119.6517,76.22047,77.00661,67.92031,70.10796,72.3588,100.8884,95.73218,93.67736
1,"2006",83.6736,68.37481,103.9228,45.57196,88.28532,58.06978,119.4831,87.9742,115.6604,78.96176,96.17303
2,"2006",71.72142,94.75178,87.36416,70.10587,91.50053,102.9618,80.71536,131.4087,131.0924,99.54832,82.43823
3,"2006",82.67966,57.16169,86.5516,51.72717,76.94847,44.49572,79.68027,99.83768,114.6598,78.40083,73.90765
4,"2006",85.328,99.91678,90.16075,51.79748,80.84118,84.73734,77.27724,69.09155,87.14979,81.65422,91.40013
5,"2006",75.96921,47.741,96.50954,88.76535,87.14169,70.88406,95.43417,89.43707,106.2975,78.32168,89.89944
6,"2006",54.67326,57.22544,64.18429,53.70959,62.31904,40.33459,62.7883,49.69812,78.38243,62.5946,77.93709
7,"2006",64.91058,45.53855,99.08827,128.564,128.6739,64.11709,137.2151,145.5604,109.2088,94.17154,108.6216
8,"2006",57.74769,37.03678,55.13488,55.95436,39.04784,33.49028,67.78467,31.80421,64.76842,41.14216,64.89388
9,"2006",43.54507,27.52855,62.83064,78.92909,52.71552,31.64028,67.87614,58.522,41.92413,22.24947,75.5142
10,"2006",15.85849,2.19403,25.52574,2.207323,16.66804,1.367624,39.0589,28.55679,19.21954,3.339305,40.85069
11,"2006",1.81314,0.1607557,14.4923,21.97834,22.90655,0,44.36892,31.86787,13.14059,3.800595,34.94465
12,"2006",0.5636522,1.759259,0,0,0.2489626,0,0.7477251,0.04671578,0,0,0.6819262
13,"2006",0.00049552543,0,2.515357,0,0,0,0,0,0.0313056,0.005914003,0
14,"2006",0,0,0,14.49243,3.214791,0,4.576187,0.1438237,0,0.005368799,24.22888
15,"2006",0,0,0.05418812,0.03248142,1.69555,0,3.662992,1.355011,0.03724693,0.02400857,3.764356
16,"2006",0,0,0,0,0,0,0,0,0,0,0
17,"2006",0,0,0,0,6.9068745e-05,0,0.2586516,0,0,0,0.1321792
18,"2006",0,0,0,0,0,0,0,0,0,0,0
19,"2006",0,0,0,0,0,0,0,0,0,0,0
20,"2006",0,0,0,0,0,0,0,0,0,0,0
21,"2006",0,0,0,0,0,0,0,0,0,0,0
22,"2006",0,0,0,0,5.0712559e-05,0,0.07299045,0,0,0,0.03776082
23,"2006",0,0,0,0,0,0,0,0,0,0,0
24,"2006",0,0.00014897611,0.4194123,0,0,0,0.004857705,0,0,0,0
25,"2006",0,0,0,0,0,0,0,0,0,0,0
26,"2006",1.152812,0.3590724,5.364176,0,0,0.02538167,1.590429,0,0.05412653,0.2430279,0.4235041
27,"2006",2.385311,0.2966081,4.861184,0.686051,0.1302224,0,2.468823,0.02199111,0,0.01047284,2.67042
28,"2006",11.43651,4.57774,21.20924,0,3.221482,0.2165006,5.288657,0.07674742,10.15832,6.642933,9.111561
29,"2006",12.05736,9.505711,13.57162,0,0.00024237829,1.462186,2.46627,0.3494177,2.430349,6.286811,0.6042454
30,"2006",16.71242,5.613273,26.44535,0,0.2857902,0.05725205,8.739042,0.07497514,5.794397,1.747908,7.983483
31,"2006",25.95463,11.2798,45.35822,7.008281,1.989638,1.113518,37.24279,0.1693479,16.65293,10.08791,24.16388
32,"2006",36.95508,39.06388,60.37314,56.66557,51.7078,37.09326,57.98114,67.3114,64.47283,55.25399,82.03741
33,"2006",37.47707,28.30249,58.26609,71.36121,45.05422,14.30651,56.92906,36.67986,42.07583,29.5247,70.77853
34,"2006",41.74458,21.57051,73.25577,82.5125,66.22324,30.70502,71.71758,56.19818,79.14385,46.30736,107.8288
35,"2006",89.53036,47.39719,130.084,88.96433,109.2897,60.51853,155.4863,108.7441,130.7671,89.88194,123.1775
36,"2006",103.4723,119.4523,93.80014,123.5535,112.2093,65.87188,123.7514,72.22924,98.66415,92.67085,135.1633
1,"2007",75.76637,71.78234,68.45286,68.46645,88.97407,71.09781,91.04803,97.05849,88.90553,86.02252,64.97243
2,"2007",44.51353,66.12951,74.92891,87.34477,98.93863,81.30027,91.78546,95.39007,72.09541,71.93797,98.94417
3,"2007",114.4834,104.6514,115.0986,73.69397,125.2064,84.91742,96.00771,172.8582,150.2291,137.5088,83.69766
4,"2007",73.60178,42.24465,102.7313,77.67701,103.4491,65.7633,80.90995,103.5198,136.0816,99.81366,91.06549
5,"2007",35.09358,16.60774,40.76427,82.59455,73.57903,38.50457,64.11041,57.23975,48.66912,40.66459,93.56467
6,"2007",62.99167,38.19994,59.8512,62.4445,80.24414,45.81148,90.78137,94.82144,92.21133,75.29142,80.43318
7,"2007",47.38918,30.61554,72.84455,40.78904,80.63,33.63609,84.42936,58.10398,66.17363,46.76645,95.4436
8,"2007",10.87373,6.520319,31.11934,77.96701,50.18775,1.306729,57.70626,23.4635,17.46544,9.125248,83.45499
9,"2007",50.76382,21.87712,60.4621,8.004609,27.84626,21.67434,40.8032,49.96035,37.2539,24.68648,36.88283
10,"2007",15.41249,17.68566,26.08765,35.50456,6.845533,5.283514,23.3656,7.832863,4.860175,7.311162,19.56594
11,"2007",3.571692,0.638885,12.04999,8.373193,12.78695,2.096426,14.78776,6.731027,0.3239379,0.5561211,12.60086
12,"2007",0,0,3.578357,0,10.54485,0,27.86078,9.524068,5.407054,3.878849,21.8922
13,"2007",0,0.00017763815,0,0,0.006393002,0.0850752,1.309337,0.00271217,0,0.003826736,0.09928794
14,"2007",0,0,0.00377913,0.01330496,0.2793591,0,0.01890547,0.06022729,0,0.01805342,0.03327756
15,"2007",0,0,0,0.06253036,0.06473672,0,0.004820225,0,0,0,0.2214416
16,"2007",0,0,0,0,0,0,0.05469847,0,0,0,0.03072586
17,"2007",0,0,0,0,0,0,0,0,0,0,0
18,"2007",0,0.00028710239,0,0.001967215,0.01392872,0,0,0.02282977,0,1.5762969e-07,1.9418334e-05
19,"2007",0,0.3615466,0.00024988491,0,0,0.05674165,0,0,0,0.004656765,0
20,"2007",0.1070461,0.09371245,0.001699358,0,0,0.1133418,0,0.004599845,0.008144218,0.01540012,0
21,"2007",0,0,0.01723784,0,0,0,0,0,0,0,0
22,"2007",0,0,0,0,0,0,0,0,0,0,0
23,"2007",0,0,0,0,0,0,0,0,0,0,0
24,"2007",0,0,0,0,0,0,0,0,0,0,0
25,"2007",0,0,0.9582221,0,0,0,1.699954,0,0,0,0.00062564551
26,"2007",0,0,0,0,0.01246768,0,0,0.0870719,0,1.2779815e-05,0
27,"2007",2.631381,1.85497,13.08906,0,0.1822239,1.273034,20.33558,0.1136574,4.619416,4.816477,3.941106
28,"2007",26.46841,0.4376941,22.51722,0.02367569,0.08632554,0.02451276,14.66823,0.0005544303,6.673223,0.6964302,12.38652
29,"2007",0.6295875,0.4069377,0.6520231,0.234637,0.4662237,0,6.15907,0.04645945,0.03215055,0.03520174,5.60854
30,"2007",29.12133,4.24389,34.93105,0.5071027,9.51348,4.058296,26.88115,7.951163,21.09747,5.175792,12.38168
31,"2007",19.14999,37.98146,36.73804,25.90298,22.68293,25.94198,40.88341,21.47457,38.90578,31.24941,30.96344
32,"2007",27.70365,19.53603,40.67081,4.105734,12.4242,24.01579,27.99047,28.21252,28.47034,18.41,20.91507
33,"2007",50.05524,37.1683,48.95852,7.77928,14.79453,38.81638,50.43622,25.51512,46.06596,32.92379,29.14509
34,"2007",98.90988,94.61938,91.60155,53.61351,56.45209,78.11625,64.50819,49.60157,87.77266,77.17637,77.43261
35,"2007",59.58093,98.90125,81.13009,77.68045,100.0214,103.7138,108.526,121.6995,131.9037,107.9086,93.92803
36,"2007",97.85799,132.7536,90.36529,139.8606,114.5166,122.8771,86.06458,110.2708,136.1665,125.4992,95.4635
1,"2008",125.3155,120.0784,90.83515,58.36144,68.6447,106.3264,56.50669,86.19382,89.33373,106.6347,53.65308
2,"2008",64.12411,65.6209,67.13304,46.84913,65.48593,72.12642,87.79005,72.38782,90.522,69.71185,83.75908
3,"2008",119.2902,127.9038,101.2839,95.99609,123.4648,96.61055,129.8202,138.0816,143.9172,110.5651,117.3533
4,"2008",84.34377,47.54903,77.02336,98.7651,121.5406,31.32466,110.5968,102.4592,117.2738,82.66509,105.3992
5,"2008",30.34527,13.22841,42.75501,31.13649,30.3775,19.19039,41.81665,27.15447,13.98843,16.58703,49.1415
6,"2008",39.33715,34.45513,60.37493,29.3618,41.84771,32.07045,53.62807,67.98798,56.97163,40.1116,50.13065
7,"2008",38.5835,24.02227,71.80499,62.02892,57.43087,15.44617,74.90779,39.45081,62.4585,29.86605,67.48708
8,"2008",61.06885,43.64475,84.7513,63.55153,62.88779,54.94349,86.3395,48.82576,96.27903,57.20724,94.7673
9,"2008",0.0218302,0.09970921,4.758794,62.27543,14.20143,0,32.87692,0.510671,1.352027,0.1778544,58.49588
10,"2008",7.991636,3.762378,23.59781,0,5.97926,0.8892776,19.74085,3.324904,17.76204,7.8562,18.64709
11,"2008",0.4773588,0.006599483,5.477296,0,8.606591,0,25.79643,3.038819,1.299694,0.3615774,21.33076
12,"2008",0.7013207,0.006740406,2.247519,0,4.799693,2.509376,7.93078,2.549887,0.2693383,2.052793,15.6727
13,"2008",37.6794,7.774695,19.11016,0,0.005246966,0.001012184,1.820725,0,0.006043258,2.499097,0.279627
14,"2008",0,0,0,0.8912302,0.2407891,0,0.00024023722,0,0,0,0.5780306
15,"2008",0,0,0,0.6879219,0.1470353,0,0.03699489,0,0,0,1.126609
16,"2008",0,0,0,0,0,0,0,0,0,0,0
17,"2008",0,0,0,0,0,0,0,0,0,0,0
18,"2008",0,0,0,0,0,0,0,0,0,0,0
19,"2008",0,0,0,0,0,0,0,0,0,0,0
20,"2008",0,0,0,0,0,0,0,0,0,0,0
21,"2008",0,0,0,0,0,0,0,0,0,0,0
22,"2008",0,0,0,0,0.02083051,0,0,0.09549765,0,3.5464043e-05,0
23,"2008",0,0,0,0,0,0,0,0,0,0,0
24,"2008",0,0,0.01281102,0,0,0,0.007846404,0,0,0,0
25,"2008",0,0,0,0.01173967,0.2573219,0,0.0154881,0.05486394,0,0.01250247,0.0278843
26,"2008",0,0,0,0,0,0,0.01651764,0,0,0,0.007487696
27,"2008",0,0,1.069335,0,0,0,1.461797,0,0,0,2.648651
28,"2008",0.4075985,0.002338598,17.93188,0.01065159,7.109432,6.238537,10.42499,0.5318546,12.33925,3.573817,25.49407
29,"2008",8.746222,2.821365,6.896847,15.40259,5.764683,1.622345,9.767148,1.285551,4.63336,0.6556703,12.82364
30,"2008",13.64456,4.051389,11.24926,0.5235687,2.267608,0.2024653,31.95185,0.2923087,2.864916,0.3753088,34.7052
31,"2008",41.09948,15.05329,58.10557,11.18728,19.9782,6.665161,43.28605,15.34078,54.53454,19.04745,44.48265
32,"2008",60.70376,51.56661,64.6003,3.373515,25.01802,39.58318,64.64355,49.0658,60.82609,43.34902,35.25281
33,"2008",90.341,52.30464,98.47953,45.95568,46.98964,33.21871,101.0945,27.88052,129.9328,61.83488,78.47726
34,"2008",38.64155,22.72241,57.04049,54.27612,44.64642,21.75059,86.57989,63.60296,52.6495,31.42303,51.38957
35,"2008",113.5743,89.28345,100.0536,90.76408,105.2558,113.2897,91.30414,134.3508,117.9547,118.4764,80.37756
36,"2008",74.70265,91.80497,91.78402,67.79541,73.51001,124.1761,71.06389,64.66038,80.11949,85.58411,85.90986
1,"2009",53.24932,23.1857,64.48808,31.90654,52.62928,59.90899,74.83257,46.291,67.78902,52.01249,70.17581
2,"2009",79.54324,88.64187,80.25625,62.87334,77.60686,136.3262,71.95141,75.85986,163.2628,136.4799,58.67532
3,"2009",98.26691,58.57359,98.69905,66.76433,61.4052,55.65225,103.4286,61.88908,114.4822,67.12627,65.14426
4,"2009",48.92603,24.25834,55.61972,84.32866,92.62367,43.34904,84.01498,120.1639,66.50535,62.59655,83.66114
5,"2009",51.82438,33.9033,83.95066,31.36725,51.23073,33.40238,80.85921,84.60617,88.70815,47.20986,47.07101
6,"2009",33.77905,19.81464,66.76068,58.37615,55.1195,28.20922,106.3603,38.28139,46.07301,35.38409,91.84325
7,"2009",99.40302,32.11596,94.0677,69.86907,44.79259,18.45659,71.08899,43.41132,77.81226,44.24613,60.68643
8,"2009",96.59332,89.24562,103.0918,88.70283,108.6929,99.47292,98.60686,106.0258,144.1013,114.4591,92.10947
9,"2009",4.805616,4.342939,9.85003,62.85289,53.41591,15.51513,77.56328,24.9093,12.20679,20.87913,66.77686
10,"2009",6.468958,0.5954896,19.49129,61.34703,44.67249,6.593947,48.50542,18.39349,16.19969,6.846672,70.42358
11,"2009",0,0,0,0,0.01789992,0,2.922966,0,0,0,4.06307
12,"2009",0,0,0.02388723,0,0.3720267,0,2.389654,0.001929591,0,0,8.242259
13,"2009",6.714609,22.91736,20.8196,0,2.451686,8.639365,23.37077,2.751351,35.23058,11.36922,18.078
14,"2009",0,0,0,1.274358,0.6122603,0,11.6487,0.2497037,0,0,13.0372
15,"2009",0,0,0.00011139934,0,0,0,0,0,0,0,0
16,"2009",5.027605,1.627803,1.172517,0,0,1.7889608e-06,0,0,0,0.03201818,0
17,"2009",1.0455,0.008319062,2.4918099e-06,0,0.02077313,0,0.00045482707,0.02244804,0,0.00086197263,0
18,"2009",0,0,0,0,0,0,0,0,0,0,0
19,"2009",0,0,0,0,0,0,0,0,0,0,0
20,"2009",0,0.1181375,0,0,0,0.0130214,0,0,0,0.00069265941,0
21,"2009",0,0,0,0,0,0,0,0.005513339,0,0.001172495,0
22,"2009",0,0,0,0,0,0,0,0,0,0,0
23,"2009",0,0,0,0,0,0,0,0,0,0,0
24,"2009",0,0,0,0,0,0,0,0,0,0,0
25,"2009",0,0,0,0,0,0,0,0,0,0,0
26,"2009",1.986234,0.1711665,7.498082,0,0,0.06150814,3.521783,0,0.0497446,0.3919652,3.375709
27,"2009",4.748344,1.379297,1.565005,0,0,0.4181233,5.565491,0.06354576,0,0.7331048,0.2933278
28,"2009",5.683822,4.887063,12.72284,0,0.3333331,0.8766217,14.24156,0.3250135,11.51927,4.808762,12.92825
29,"2009",8.352961,3.878802,6.728837,0,0,1.988088,3.803541,1.039469,0.05940806,0.4112036,3.367089
30,"2009",5.350385,2.353762,19.1276,1.8226,0.942062,0.05713545,5.17508,1.591974,12.06019,1.966775,2.33597
31,"2009",46.85492,24.04306,69.24335,38.82895,42.07357,14.26264,67.32764,22.90136,44.61567,25.96856,74.62665
32,"2009",49.42766,61.28677,58.89265,41.39218,43.75029,69.35303,75.428,50.27965,68.30022,75.05725,72.79865
33,"2009",50.45153,34.77267,59.67912,45.01326,46.20224,57.17491,50.59476,61.12916,86.47939,55.68917,46.5046
34,"2009",80.15484,77.89898,75.43635,2.756972,31.04368,47.65622,52.28996,43.79503,69.07542,60.23363,30.30934
35,"2009",37.37899,40.19525,80.8439,62.98491,79.95956,60.41372,116.2801,68.13865,102.9372,72.74942,118.7926
36,"2009",71.01566,30.91536,100.1237,130.7757,110.5031,27.57964,112.1452,126.1641,89.63504,53.50937,124.0406
1,"2010",87.00905,48.04261,77.45299,35.22548,59.04953,22.79744,94.21148,39.97258,67.22614,44.36088,83.91384
2,"2010",51.93562,38.69094,63.91566,69.07783,70.28359,28.15456,72.7832,62.43524,48.43817,44.40572,88.54221
3,"2010",74.48441,77.54819,82.74946,29.77709,62.42613,94.44978,80.11588,85.36335,79.83882,73.47713,66.39866
4,"2010",99.50005,52.2276,127.6758,43.59098,73.50437,111.6789,64.35797,116.9647,90.58532,116.9166,66.00422
5,"2010",52.69918,66.60213,85.56392,36.74308,68.04122,70.45806,84.69633,114.0398,91.77799,79.61156,69.40012
6,"2010",71.89655,56.55071,90.30083,45.41929,69.37337,109.5964,80.29063,111.4566,127.9241,112.0775,60.19384
